video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"f8HHXGadOhA","INSANE DAMAGE Rend Bleed Barbarian Berserk Ripping Test","2023-07-12T04:15:09Z","UCSl8TBqqflby-ymdEQVfRNQ","Rob2628","20","23.02.12","Diablo|Games|Diablo 4|Rob|Rob2628|Diablo IV|Diablo4|seasonofthemalignant|Season|theme|Barbarian|Druid|Necro|Build|Guides|Best Build|Best Guide|OP|Malignant|Season 1|D4|Season1Build|BuildGuides|OPBuild|LevelStrategy|Season1Leveling|Season1Guides|BestClass|Barb|Bleed|Rupture|Berserk Ripping","149786","0","0","323","https://i.ytimg.com/vi/f8HHXGadOhA/default.jpg","False","True","#diablo4 #barbarian #bleedThe Rend Bleed Barbarian is back with another crazy interaction between Berserk Ripping & Skullbreaker with Stuns resulting in some absolute number madness in our testing environment. Enjoy!Clip: https://clips.twitch.tv/ThankfulCrunchyOxPanicVis-PcuCvXJ4fHyYnzKoFull Testing Video: https://www.twitch.tv/videos/1869061373Planner: https://d4builds.gg/builds/81afa44e-b573-4d8e-a9cf-68b1217b7706/Barbarian BuildsWW 2h Mace: https://www.youtube.com/watch?v=e1_fgVJ3BKsWW Speed: https://www.youtube.com/watch?v=e1_fgVJ3BKs&t=0s HotA Push: https://www.youtube.com/watch?v=ECdu-ebDc4E&t=0sHotA Speed: https://www.youtube.com/watch?v=qjO3Tq5q5D8&t=0s Leapquake: https://www.youtube.com/watch?v=EZ7n2tW47b0&t=0sThorns: https://www.youtube.com/watch?v=mtyna9XA08k  Rend: https://www.youtube.com/watch?v=Od_Kc4-35ZI&t=0sDouble Swing: https://www.youtube.com/watch?v=lJlNH4b6gc4&t=0sUpheaval: https://www.youtube.com/watch?v=tiysdzrPHko&t=0sPure Kick: https://www.youtube.com/watch?v=hwBeArDmbcwNecro BuildsBone Spear: https://www.youtube.com/watch?v=pYgB6T3vshQ&t=0sDruid BuildsShred: https://www.youtube.com/watch?v=s_2Vlq5o5fMBulwark: https://www.youtube.com/watch?v=HOPq9TVl-fo&t=0s Werenado: https://www.youtube.com/watch?v=Z5lMkGM9uD0&t=0s Watch live: https://www.twitch.tv/rob2628Support: https://streamlabs.com/rob2628/tipJoin the discussion on discord: https://discord.gg/wV8F2cZqJJMy TikTok: https://www.tiktok.com/@rob2628_"
"NyIC2bqcIyg","Ortel - Zteč (celé album)","2022-10-28T14:51:23Z","UCio5gOSjTYRFvWG6pEPg4ag","Ruck Zuck","22","23.02.12","[none]","9143","0","0","26","https://i.ytimg.com/vi/NyIC2bqcIyg/default.jpg","False","True",""
"-RmodqS3UtM","IKBT: solving symbolic Inverse Kinematics with Behavior Tree","2021-01-15T02:44:52Z","UC8i0nKo_3xRzVvOYBR8vF_A","Dianmu Zhang","22","23.02.12","[none]","70","0","0","0","https://i.ytimg.com/vi/-RmodqS3UtM/default.jpg","False","True","This video is originally made for highlight talk at IJCAI 2020. Find the paper here: https://www.ijcai.org/Proceedings/2020/724Full version: https://www.jair.org/index.php/jair/article/view/11592"
"CPzUhdCMRsY","My best MEDIEVAL ECD everyday carry SWORD?","2023-07-19T15:57:05Z","UCt14YOvYhd5FCGCwcjhrOdA","scholagladiatoria","27","23.02.12","[none]","33597","0","0","345","https://i.ytimg.com/vi/CPzUhdCMRsY/default.jpg","False","True","What is my best medieval civilian everyday carry sword? What is yours? Examples from the Royal Armouries line https://www.museumreplicas.com/royal-armouries3 extra videos each month on Patreon, which hugely helps support this channel:https://www.patreon.com/scholagladiatoriaFacebook & Twitter updates, info and fun:https://www.facebook.com/historicalfencing/https://twitter.com/scholagladiato1Schola Gladiatoria HEMA - sword fighting classes in the UK:https://www.swordfightinglondon.comMatt Easton's website & Pinterest:https://www.matt-easton.co.uk/https://www.pinterest.co.uk/matt_easton/_saved/Easton Antique Arms:https://www.antique-swords.co.uk/"
"d2wO-m6UV-8","كيف تميز بين العملات الحقيقية والنصابة المزيفة على محفظتك ميتاماسك","2022-02-23T20:43:56Z","UCLPRz1sAz3AXyHcww_NyTWQ","عالم البيتكوين Bitcoin world","28","23.02.12","كيف تميز|كيف تميز بين العملات|كيف تميز بين العملات الحقيقية|كيف تميز بين العملات الحقيقية والنصابة المزيفة|كيف تميز بين العملات الحقيقية والنصابة|محفظتك ميتاماسك|العملات الحقيقية والنصابة|كيف تميز بين العملات الحقيقية والنصابة المزيفة على محفظتك|عالم البيتكوين|عملات مزيفة|عملات نصابة|كيف اعرف عملات نصابة ومزيفة","311","0","0","5","https://i.ytimg.com/vi/d2wO-m6UV-8/default.jpg","False","True","الرابط======https://bscscan.com/______________________________________________________تعريف القناة==========قناة عالم البتكوين قناة تعليمية مختصة في مجال العملة الرقمية والربح من الانترنت عموما____________________________________________________________موضوع الحلقة===========كيف تميز بين العملات الحقيقية والنصابة المزيفة على محفظتك ميتاماسك___________________________________________________________________ مواقع التواصل==========حسابي على الفيسبوك: https://web.facebook.com/hamid.assaka.98/حسابي على التويتر: https://twitter.com/hamidzine567حسابي على انستقرام: https://www.instagram.com/hamidassaka/صفحتي على الفيسبوك:       https://www.facebook.com/ASSAKA123      https://www.facebook.com/tvazrarحسابي على لينكيدين:  https://www.linkedin.com/in/hamid-boulahsen-25b57813a/حسابي على التليقارم:  https://t.me/Assaka123قناتي على التليقرام: https://t.me/alambitcoin1984109______________________________________________________________________ المسابقات========_______________________________________________________________________الهاشتاك=======-----------------------------------------------------------------------------------------لشراء البيتكوين والعملات الرقمية======================واتساب+212637400341 : USDT_____________________البريد الالكتروني للاستفسار==============hamidassaka442@gmail.com=========================لانسى دعمنا تحياتي"
"XZCu-mF7fOg","|| DaBaby VS Cam || 🧨Da Hood 1v1🧨","2021-06-22T17:19:30Z","UCg5rGNws6FfksJwdetze6rA","TibuGames","20","23.02.12","[none]","285","0","0","13","https://i.ytimg.com/vi/XZCu-mF7fOg/default.jpg","False","True","Da Hood 1v1! Like para más vídeos asíTAGS:jelly roblox da hood,roblox da hood jose,roblox da hood kimbladi,roblox da hood kidnap,roblox da hood krypt,roblox da hood krnl,roblox da hood krypt script,roblox da hood krnl script,troblox da hood kara script,roblox da hood lock script,roblox da hood legacy x,roblox da hood lorax,roblox da hood liljoel,roblox da hood lmg,roblox da hood laptop,roblox da hood lettuce,roblox da hood lay speed glitch,roblox da hood mobile,roblox da hood money script,roblox da hood modded,roblox da hood money hack script,roblox da hood money,roblox da hood music,roblox da hood mod menu,roblox da hood noob,roblox da hood no cash cooldown script,roblox da hood noob to pro,roblox da hood nuke,roblox da hood noob vs pro vs hacker,roblox da hood names,roblox da hood new update,roblox da hood new speed glitch,boyz n da hood roblox id,roblox da hood owner,roblox da hood outfit ideas,roblox da hood op auto farm script (working ),roblox da hood op script,roblox da hood oder,roblox da hood on chromebook,roblox da hood officer,roblox da hood private server link,roblox da hood pro,roblox da hood pepper spray,roblox da hood playlist,roblox da hood projectsupreme,roblox da hood ps4 controller,roblox da hood perm unban script,roblox da hood paid script,roblox da hood qartulad,da hood quarantine roblox,roblox da hood raid,roblox da hood ray,roblox da hood radio,roblox da hood rocket launcher,roblox da hood raycodex,roblox da hood roleplay,roblox da hood richest player,roblox da hood rpg,roblox da hood script pastebin,roblox da hood speed glitch,roblox da hood script 2021,roblox da hood script auto farm,roblox da hood script pastebin 2021,roblox da hood skins,roblox da hood tutorial,roblox da hood tips,roblox da hood toxic players,roblox da hood tryhard,roblox da hood trolling,roblox da hood tiktok,roblox da hood tryhard outfits,roblox da hood tips and tricks mobile,roblox da hood unban,roblox da hood unban script,roblox da hood unban script pastebin,roblox da hood update,roblox da hood unban script pastebin 2021,roblox da hood ultra x,roblox da hood using aimlock,roblox da hood unjail script,roblox da hood vip server,roblox da hood vip server link 2021,roblox da hood vip server link,roblox da hood vr,roblox da hood vexcility,roblox da hood valiant,roblox da hood vip,roblox da hood vip server crash script,roblox da hood gui v1,roblox da hood where to get guns,roblox da hood wiki,roblox da hood wedding,roblox da hood wall glitch,roblox da hood war,roblox da hood weights,roblox da hood weapons,roblox da hood wraith,roblox da hood xbox one,roblox da hood xavierwild,roblox da hood xbox,roblox da hood xbox montage,roblox da hood xbox player,roblox da hood xbox controls,roblox da hood xsu,arceus x roblox da hood,legacy x roblox da hood,synapse x roblox da hood,ultra x roblox da hood,roblox da hood night x,roblox da hood sinister x,roblox da hood razor x,roblox da hood youtubers,roblox da hood ytn,roblox da hood montage yessir,roblox da hood kas yapma,roblox da hood silah yerleri,roblox da hood zordion,roblox da hood zordion key,roblox da hood zombie,roblox da hood zombie animation,roblox da hood zordion script,roblox da hood zombie animation script,roblox da hood zordion script pastebin,roblox da hood 1v1,roblox da hood 1v1 for money,roblox da hood 1v5,roblox da hood 1v12,roblox da hood 1v10,roblox da hood 10v10,roblox da hood 1v3,roblox da hood 1 million,roblox da hood ep 1,roblox da hood part 1,roblox da hood music 1 hour,roblox da hood 2 script,roblox da hood 2021,roblox da hood 2019,roblox da hood 2 how to get minigun,roblox da hood 2 reasons,roblox da hood 2 modded,id roblox da hood 2021,hack para da hood roblox 2021,roblox da hood 2,2 reasons roblox da hood,roblox da hood 360,roblox da hood barbie montage #3,roblox da hood ak 47,roblox da hood 5v1,acer nitro 5 roblox da hood,roblox da hood 6 ghxst,roblox da hood 6ghxst war,roblox da hood 6ghxst banned,roblox da hood 6ex,roblox da hood 6uards,roblox da hood montage 6ghxst"
"vKFr82qnN0c","200mph ENDO - First 6-Second Honda 1/4 Mile (H-Pattern)","2022-11-16T18:22:50Z","UC0PXqiud6dbwOAk8RvslgpQ","1320video","2","23.02.12","1320video|1320|James Kemp|Honda|Civic|Record|Fastest|6 second|198|mph|200mph|2000hp|Hatch|b series|k series|k24|2.0L|AWD|all wheel drive|quarter mile|1/4 mile|World Cup|Import vs Domestic|2022","603450","0","0","770","https://i.ytimg.com/vi/vKFr82qnN0c/default.jpg","False","True","Twin Turbo GT350 Giveaway HERE: https://1320video.com/James Kempf has been a household name in the racing community for many years now. Holding FWD and Honda records is nothing out of the ordinary for Kempf, so maybe it's no surprise that his 2,000hp AWD B-series Civic has become the quickest H-Pattern 4-cylinder car in the world - running a 6.91 @ 198mph!  Congrats to James and the team on the 6 and winning your class at Import vs Domestic: World Cup Finals 2022! We can't wait to see the car make a full pass! :PSubscribe ► http://www.youtube.com/subscription_center?add_user=1320video1320Video Gear ► http://www.1320video.com————————————————————————————————————Watch more of our recent & related videos!:--- ZOMBIE is a 110mm Turbo Mazdaspeed3 No Prep MONSTER: https://youtu.be/uXkPmnXtNm8--- INSANE Car Party & Race: Ice Cream Cruise 2022https://youtu.be/YAq2khOJ00A--- Quickest Diesel in the WORLD makes its LAST passes everhttps://youtu.be/G3UBI8KsrCU————————————————————————————————————MAPerformance your one stop shop for race car needs! ► https://bit.ly/MAPerformance-1320videoNeed BOOST?  Grab a Procharger! ► https://www.procharger.com/Need more Power?  Texas Speed has you covered ►  https://www.texas-speed.com/————————————————————————————————————Facebook ► http://facebook.com/1320videosInstagram ► https://instagram.com/1320video1320Video ► http://www.1320video.comSnapchat ► Crew_1320Video"
"YkiBAXmJUcI","2 lines hand towel paper making machine production line(BT288+GU27)","2021-02-01T05:55:53Z","UCXOZhFipTIHgMhjXIhnStdw","China Tissue Paper Making Machine Manufacturer","22","23.02.12","hand towel paper making machine|hand towel paper machine|automatic hand towel paper machine|hand towel machine|automatic hand towel machine|hand towel paper packing machine|semi automatic hand towel paper packing machine|hand towel paper making machine production line|semi automatic hand towel paper making machine production line","17","0","0","0","https://i.ytimg.com/vi/YkiBAXmJUcI/default.jpg","False","True","2 lines hand towel paper making machine production line(XY-BT-288+XY-GU-27)Fujian Xinyun Machinery Development Co.,Ltd      Contact person: Elaine LaiM.B:0086-13685949824 (WhatsApp)Mail: elaine@xinyun-engine.comWebsite: www.xinyun-engine.comFujian Xinyun Machinery Development Co.,Ltd is good at Paper Converting Machinery Manufacture.Professional supplier of:1) Toilet Paper Machine (1.2m--2.8m width of parent roll, Customize Service)2) Roll Kitchen Paper Towel Machine (1.2m--2.8m width of parent roll, Customize Service)3) Facial Tissue Machine (2-14 output lanes)4 )Napkin Paper machine(L-fold, 1/4-fold, 1/6-fold, 1/8-fold and other multi-fold type)5) Hand Towel Paper Machine(C-fold, V-fold and N/Z fold type)6) Pocket Tissue Machine(mini and standard size)7) All kinds of Tissue Paper Cutting and Packing Machine8) Another Household Paper Equipments and Production Line."
"a9__D53WsUs","What is AWS? | Amazon Web Services","2019-12-01T06:06:02Z","UCd6MoB9NC6uYN2grvUNT-Zg","Amazon Web Services","28","23.02.12","AWS|Amazon Web Services|Cloud|cloud computing|AWS Cloud|what is aws|what is cloud|amazon web services|AWS Services|AWS Explained","1176211","0","0","444","https://i.ytimg.com/vi/a9__D53WsUs/default.jpg","False","True","Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform, offering over 200 services such as compute, databases, and storage. Learn more: https://amzn.to/33lsybWExplore how millions of customers—including the fastest-growing startups, largest enterprises, and leading government agencies—are using AWS to lower costs, become more agile, and innovate faster. To learn more about our products and customers see the links below:Topics:Cloud Products: 00:39:03 https://aws.amazon.com/products/AWS Startups: https://aws.amazon.com/startups/ AWS in the Enterprise: https://aws.amazon.com/enterprise/AWS in the Public Sector: https://aws.amazon.com/government-education/ Cloud Solutions by Industry: https://aws.amazon.com/industries/Compute: https://aws.amazon.com/products/compute/ Storage: https://aws.amazon.com/products/storage/ Databases: 1:11:00  https://aws.amazon.com/products/databases/ Machine Learning: https://aws.amazon.com/machine-learning/"
"-fJB9y-eOhQ","Meet our people – Piers Jalland,  Investment Manager | frasersproperty.com.au","2023-01-13T03:55:46Z","UCur3uwiKtAHm1pH2CsAt8Bw","Frasers Property Australia","22","23.02.12","[none]","76","0","0","0","https://i.ytimg.com/vi/-fJB9y-eOhQ/default.jpg","False","True","As Investment Manager, Piers and the Investments team oversee Frasers Property's retail and office assets - from acquisition and reporting through to budgeting and analysis. Piers was drawn to Frasers Property by its professionalism, approach to challenges, and investment in its people. The team I was working with in 2018, versus the team I am working with now, are all still the same team members but they're in very different roles - I think that's a reflection of the retention and opportunities you get when you work at Frasers._Welcome to the Red Chair series, in which we pull back the curtains to reveal some of the personalities and characters at Frasers Property Australia and find out what belonging to our company means to them. These are the diverse people which shape our business, the dynamic atmosphere we inhabit, the culture we enjoy, and the game-changing projects we deliver. By understanding what drives them and where their passions lie, we gain new insights into what it means to be a Frasers Property person. Follow Frasers Property AustraliaFacebook: https://www.facebook.com/fraserspropertyliveproudInstagram: https://www.instagram.com/frasersproperty_liveproud/LinkedIn: https://www.linkedin.com/company/fraserspropertyaustraliaTwitter: https://twitter.com/FrasersPropAus"
