video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
9z4osxuVMhM,MARS4 Game Building Competition 02 -  Building a Garage for Caripen GPRV by FuzzySoldier,2022-08-12T14:47:37Z,UCB4-EaKGVL_PGdV3WJDWNWA,FuzzCLR,20,23.28.11,[none],122,0,0,5,https://i.ytimg.com/vi/9z4osxuVMhM/default.jpg,FALSE,TRUE,#Mars4Garage #CaripenThis is a short compilation of me building the Garage for the competition and since I really enjoyed the process I would like to share this short video and I hope you will enjoy it :)Music by SergePavkinMusic from Pixabay
Zb4vUvn1OZk,Tata New Army Vehicle QRSV || Facts Hindi || #shorts #tata #Armylover,2022-08-11T16:27:12Z,UCxBiqS1MdKSdjT5qQ-lt0AA,Facts World 2.0,27,23.28.11,facts|hindi facts|best facts|amazing facts|army facts|armyvehicle|army|military|militaryvehicle|armytruck|trucklife|army life|offroad|4x4|armyvechles|qrsv|quick reaction fitning vechle|vehicle|tata|tatavehicle|tataarmy|tataarmyvehicle|indianarmy|indian|miltarytanks|defence|armedforces|commondo|monstertruck|armylove|armylover|militarypolic|armedvehicle|best vehicle|ratan tata|ratan|tata ji|facts world|facts world2.0,1208,0,0,1,https://i.ytimg.com/vi/Zb4vUvn1OZk/default.jpg,FALSE,TRUE,"Tata New Army Vehicle QRSV || Facts Hindi || #shorts #tata #Armylover #army #onemanarmy #armyvehicles Video Link :- https://youtube.com/shorts/Zb4vUvn1OZkChannel  Link:- https://www.youtube.com/channel/UCxBiqS1MdKSdjT5qQ-lt0AADisclaimerCopyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.Thank-you For Watching Video Don't Forget Like, Comment & Subscribe."
czf3-1ZG4PM,01052023InternshipCatpensionDay2(0-15.00),2023-06-05T06:57:29Z,UCwsKGeSu-MHmBONkPb77DgA,IamIo,22,23.28.11,[none],12,0,0,0,https://i.ytimg.com/vi/czf3-1ZG4PM/default.jpg,FALSE,TRUE,
Sv3qc2nvXUk,Explodierende Zombies in der neuen Piraten-Welt! 🧟 Plants vs. Zombies 2,2021-05-07T13:00:13Z,UCfWtqPyBMG_7i33OeeNsZZw,GermanLetsPlay,20,23.28.11,Plants VS Zombies 2|Plants VS Zombies|Plants|vs|Zombies|Game|Gameplay|GLP|GermanLetsPlay,232201,0,0,564,https://i.ytimg.com/vi/Sv3qc2nvXUk/default.jpg,FALSE,TRUE,Erstes Video von Plants vs. Zombies 2: https://youtu.be/MHTsnHKDMukPlants VS. Zombies Playlist: http://GLP.TV/PvZ👔 FANARTIKEL: https://GLP.TV/Shop 👔🕹️ Epic Creator Code: GLP 🕹️🎮 Werde Mitglied: https://GLP.TV/Join *🎮➜ABO https://GLP.TV • TWITTER https://GLP.TV/Twitter➜Livestream: https://GLP.TV/StreamAlle mit einem * versehenen Links sind Werbung.
r4a11UCTmI0,Ekai Choti Malai Maar [एकै चोटी मलाई मार] - Ranjita Prasain • Samip • Kabita • Aava• New Nepali Song,2023-05-13T10:00:10Z,UCvLrxKKsUUjxWueLiWzdYiQ,NAMASTE PLUS,24,23.28.11,Ekai Choti Malai Maar|New Nepali Song|Nepali Song|Ruwaunu Bhanda Baar|Jaslai Maya Gari Jiwan Diye Aaja Uskai Boj Bane|Aafna Le Ni Mukh Mai Thuki Tei Keta Sanga Mar Bhane|Mukh Dekhaune Bato Baris|Ranjita Prasain|Samip Niraula|Kabita Neupane|Aava Thapa|Muskan Dhakal|Namaste Plus New Song|Nepali New Song 2023|latest Song|Ranjita Prasain song|एकै चोटी मलाई मार|Samip Niraula New Song|CD Vijaya Adhikari Song|samip niraula song|samip niraula|new nepali song,692245,0,0,214,https://i.ytimg.com/vi/r4a11UCTmI0/default.jpg,FALSE,TRUE,"Presenting new Nepali song Ekai Choti Malai Maar by Ranjita Prasain featuring Samip Niraula, Kabita Neupane, Aava Thapa & Bikash Khanal only on Namaste Plus' official YouTube channel.Samip Niraula Presents:- New Nepali Song Ekai Choti Malai Maar official music video#ranjitaprasain#samipniroula#cdvijayaadhikari #newnepalisong  #nepalisong  #aavathapa#nepalisong #namasteplus -------------------------------------🎶 Audio Credits:-♬ Song:- Ekai Choti Malai Maarएकै चोटी मलाई मार♬ Vocal:- Ranjita Prasai♬ Lyrics:- Sagar Bastola ♬ Music :-CD Viajya Adhikari@CDVijayaAdhikari ♬ Arrange | Mixing | Mastering:- Raju Karki♬ Recording Studio:- Kings Studio♬ Recordist:- Suresh Rai♬ Audio | Video:- Namaste Plus@NAMASTEPLUS -------------------------------------🎬️ Video Credits:- 🎬 Director:- Muskan Dhakal🎬 Assistant Director :- Biraj Subedi 🎬 Producer:- Samip Niraula | Shri Krishna Niraula🎬 Cast:- Samip Niraula @SamipNiraula Kabita Neupane Aava ThapaBikash Khanal🎥 Cinematographer:- Ram KC🎬 Edit | Colorist:- Dinson Shah🎬 Light Man :- Jayendra Rawal                           Desh Rai                       Lal Bahadur Oli                       Shyam Shrestha 🎬 Equipment :- Chhaya Creation🎬 Spot Boy :- Lokendra Khadka🎬 Digital Content Management | IT Support :- Rajendra Aryal🎬 Still Photography :- Sandy Kumar Pandit🎬 Background Score :- Puskar Khatri🎬 MUA:- Animesh Jordan🎬 Post Production :- I Catch Studio🎬 Special Thanks :-Lucky CharmKshemadevi Group, Pepsicola Manoj PanthiManju KhanalMaya Shrestha & FamilySagar Pyakurel Nabin NiraulaRita TimalsinaDikshya Khatiwada Tiger YadavAarushi OliChiya Ghar, Putalisadak--------------------------------------------------------------------------------------------------Lyrics:-  Ekaichoti Malai MaarJaslai Maya Gari Jiwan Diye Aaja Uskai Boj BaneJaslai Maya Gari Jiwan Diye Aaja Uskai Boj BaneAafna Le Ni Mukh Mai Thuki Tei Keta Sanga Mar BhaneMukh Dekhaune Bato BarisJiudai Laas Ko Chihan ParisRuwaunu Bhanda Baar BaarEkaichoti Malai Maar MaarEkaichoti Malai MaarRuwaunu Bhanda Baar BaarEkaichoti Malai Maar MaarEkaichoti Malai MaarSacho Maya Ma Jhel GarisNajik Ko Tirtha Hela GarisSacho Maya Ma Jhel GarisNajik Ko Tirtha Hela GarisMero Rodan Ma Taali BajaiDuniya Vela GarisVakanidai Runchu RatiAaija Daiba Laija MathiRuwaunu Bhanda Baar BaarEkaichoti Malai Maar MaarEkaichoti Malai MaarRuwaunu Bhanda Baar BaarEkaichoti Malai Maar MaarEkaichoti Malai MaarBhaikuntha Mai Baas Hos MeroJiban Kahilai Naas Nahos TeroBhaikuntha Mai Baas Hos MeroJiban Kahilai Naas Nahos TeroMero Mrityu Ma Sankha Bajda Taile Laga Arulai Sindur Ko GheroBaki Nahos Kei AwasesMa Kharani Bhayekai BesRuwaunu Bhanda Baar BaarEkaichoti Malai Maar MaarEkaichoti Malai MaarRuwaunu Bhanda Baar BaarEkaichoti Malai Maar MaarEkaichoti Malai Maar© Namaste Plus, 2023E-mail:- namasteplus7@gmail.comWhatsApp:- +61403711952Facebook :- https://www.facebook.com/namasteplus/Thanks For watching and Hope You Enjoy This Video.Copying or reproducing any part of this video (audio and visual) in any other channels, without prior permission is strictly prohibited. Embedding to the websites is permitted."
Up4f-r_NYq8,Close-up of Emma limping soon after her injury,2021-09-23T07:56:32Z,UC5qMz0WWuOTGyFLw0mlh7Uw,International Tiger Project,29,23.28.11,International Tiger Project|ITP|Emma the tiger|Camera trap|Wire snare|Snare trap|Tiger caught in snare trap|Tiger survival|Saving tigers|Save the tiger|Tiger video|Big cats|Wild tiger|Sumatran tiger|Sumatran rainforest|Wildlife Protection Units|Wildlife protection|Wildlife rangers,770,0,0,6,https://i.ytimg.com/vi/Up4f-r_NYq8/default.jpg,FALSE,TRUE,"This video is both a beautiful portrait of Emma the tiger and a heartbreaking demonstration of her injury. We believe she became caught in a snare trap, which had been set in the forest, possibly to catch species like wild boar. Although she's clearly been injured by the trap, Emma is one of the 'lucky' ones, because she managed to escape. Most tigers caught in traps don't survive. To find mour more about about the International Tiger Project:Visit our website: https://www.internationaltigerproject.org/ Follow us on Facebook: https://www.facebook.com/InternationalTigerProject Follow us on Instagram: https://www.instagram.com/internationaltigerproject/ Follow us on Twitter: https://twitter.com/IntTigerProject"
mgmJCG-UfmQ,Fronus inverter ka aj ka rate or unboxing|4.2 frouns inverter k new features|Inverter Air filters,2022-09-20T08:45:01Z,UCSLQRWU7xflZgepTfbb2w5g,Problem Tracker,22,23.28.11,[none],2159,0,0,4,https://i.ytimg.com/vi/mgmJCG-UfmQ/default.jpg,FALSE,TRUE,soler|soler inverter|inverex|fronus inverter|bijli ki bachat
XZcu-fGHZkg,1. Juni 2023,2023-06-01T15:11:06Z,UCk1OVICntraCzns0Sk4EO0A,Dilejla Nosha,22,23.28.11,[none],68,0,0,0,https://i.ytimg.com/vi/XZcu-fGHZkg/default.jpg,FALSE,TRUE,
1_JI1-36AIs,#garenafreefire #ggvv #wtfmoment #g#shorts #tgverma #S1Tx exe #gaming #new #shorts #viral #video,2023-04-01T12:48:35Z,UCbJvGERyCeOBC_qqjkjB07w,S1Tx   exe,22,23.28.11,[none],61,0,0,0,https://i.ytimg.com/vi/1_JI1-36AIs/default.jpg,FALSE,TRUE,
0kpTTDJsGOo,"Pioneering Use Cases of Zero-Knowledge Tech, ZKEX, Holonym, BTQ, and zkLink",2023-03-13T22:32:48Z,UCgz9NU06t_FkT0Py1Vadczw,ETHDenver,24,23.28.11,[none],93,0,0,0,https://i.ytimg.com/vi/0kpTTDJsGOo/default.jpg,FALSE,TRUE,"Lightning talks by ZKEX, Holonym, BTQ, and zkLink; Followed by a panel discussion on the application of ZK to security, privacy, post-quantum infrastructure, and multi-chain interoperability.Organizers:ZKEX - https://zkex.comHolonym - https://www.holonym.idBTQ - https://www.btq.com/enzkLink - https://zk.linkLOCATION:#BUIDLHub3403 Brighton Blvd, Denver, CO 80216"
